"CN","ESTN_UNIT_CN","RSCD","EVALID","ESTN_UNIT","STRATUMCD","STRATUM_DESCR","STATECD","P1POINTCNT","P2POINTCNT","EXPNS","ADJ_FACTOR_MACR","ADJ_FACTOR_SUBP","ADJ_FACTOR_MICR","ADJ_FACTOR_CWD","ADJ_FACTOR_FWD_SM","ADJ_FACTOR_FWD_LG","ADJ_FACTOR_DUFF","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","ADJ_FACTOR_PILE","ADJ_FACTOR_REGEN_MICR","ADJ_FACTOR_INV_SUBP","ADJ_FACTOR_P2VEG_SUBP","ADJ_FACTOR_GRNDLYR_QUAD"
"524399101067","107116345010661",24,399101,5,67,"DUMMY ONE PER EXP",39,197,6,6564,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101068","107116345010661",24,399101,5,68,"DUMMY ONE PER EXP",39,101,3,6710.6667,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101069","107116345010661",24,399101,5,69,"DUMMY ONE PER EXP",39,170,5,6798,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101070","107116345010661",24,399101,5,70,"DUMMY ONE PER EXP",39,138,4,6888,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101071","107116345010661",24,399101,5,71,"DUMMY ONE PER EXP",39,591,17,6958,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101072","107116345010661",24,399101,5,72,"DUMMY ONE PER EXP",39,603,17,7088.5294,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101076","107116345010661",24,399101,5,76,"DUMMY ONE PER EXP",39,187,5,7494.2,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101079","107116345010661",24,399101,5,79,"DUMMY ONE PER EXP",39,705,18,7829.6111,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101082","107116345010661",24,399101,5,82,"DUMMY ONE PER EXP",39,203,5,8122,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101083","107116345010661",24,399101,5,83,"DUMMY ONE PER EXP",39,122,3,8156.6667,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101085","107116345010661",24,399101,5,85,"DUMMY ONE PER EXP",39,211,5,8436,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101086","107116345010661",24,399101,5,86,"DUMMY ONE PER EXP",39,170,4,8488,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101088","107116345010661",24,399101,5,88,"DUMMY ONE PER EXP",39,479,11,8718.0909,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101091","107116345010661",24,399101,5,91,"DUMMY ONE PER EXP",39,90,2,9026,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101093","107116345010661",24,399101,5,93,"DUMMY ONE PER EXP",39,368,8,9195,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101095","107116345010661",24,399101,5,95,"DUMMY ONE PER EXP",39,188,4,9405,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101101","107116345010661",24,399101,5,101,"DUMMY ONE PER EXP",39,203,4,10139.75,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101108","107116345010661",24,399101,5,108,"DUMMY ONE PER EXP",39,107,2,10670,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101109","107116345010661",24,399101,5,109,"DUMMY ONE PER EXP",39,269,5,10768,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101110","107116345010661",24,399101,5,110,"DUMMY ONE PER EXP",39,490,9,10881.5556,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101113","107116345010661",24,399101,5,113,"DUMMY ONE PER EXP",39,225,4,11245.5,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"524399101116","107116345010661",24,399101,5,116,"DUMMY ONE PER EXP",39,124,2,12352,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101001","107116346010661",24,399101,6,1,"DUMMY ONE PER EXP",39,1,4,34.75,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101002","107116346010661",24,399101,6,2,"DUMMY ONE PER EXP",39,3,5,109.2,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101004","107116346010661",24,399101,6,4,"DUMMY ONE PER EXP",39,5,3,358.3333,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101010","107116346010661",24,399101,6,10,"DUMMY ONE PER EXP",39,25,6,847.3333,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101013","107116346010661",24,399101,6,13,"DUMMY ONE PER EXP",39,12,2,1231,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101014","107116346010661",24,399101,6,14,"DUMMY ONE PER EXP",39,39,6,1306,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101021","107116346010661",24,399101,6,21,"DUMMY ONE PER EXP",39,58,6,1949.3333,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101022","107116346010661",24,399101,6,22,"DUMMY ONE PER EXP",39,31,3,2089,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101024","107116346010661",24,399101,6,24,"DUMMY ONE PER EXP",39,45,4,2253,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101025","107116346010661",24,399101,6,25,"DUMMY ONE PER EXP",39,36,3,2374.3333,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101026","107116346010661",24,399101,6,26,"DUMMY ONE PER EXP",39,37,3,2497,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101027","107116346010661",24,399101,6,27,"DUMMY ONE PER EXP",39,77,6,2575,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101029","107116346010661",24,399101,6,29,"DUMMY ONE PER EXP",39,99,7,2820,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101030","107116346010661",24,399101,6,30,"DUMMY ONE PER EXP",39,115,8,2867,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101031","107116346010661",24,399101,6,31,"DUMMY ONE PER EXP",39,106,7,3036.7143,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101038","107116346010661",24,399101,6,38,"DUMMY ONE PER EXP",39,168,9,3738.5556,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101039","107116346010661",24,399101,6,39,"DUMMY ONE PER EXP",39,133,7,3795.1429,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101040","107116346010661",24,399101,6,40,"DUMMY ONE PER EXP",39,78,4,3894.25,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101041","107116346010661",24,399101,6,41,"DUMMY ONE PER EXP",39,159,8,3985.25,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101044","107116346010661",24,399101,6,44,"DUMMY ONE PER EXP",39,86,4,4290.25,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"124399105025","107116532010661",24,399105,1,25,"DUMMY ONE PER EXP",39,119,10,2375,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"124399105029","107116532010661",24,399105,1,29,"DUMMY ONE PER EXP",39,125,9,2788,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"124399105034","107116532010661",24,399105,1,34,"DUMMY ONE PER EXP",39,151,9,3345,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"124399105038","107116532010661",24,399105,1,38,"DUMMY ONE PER EXP",39,94,5,3747,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"124399105039","107116532010661",24,399105,1,39,"DUMMY ONE PER EXP",39,57,3,3792,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"10724399104041","107116497010661",24,399104,107,41,"DUMMY ONE PER EXP",39,61,3,4058.6667,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"10724399104045","107116497010661",24,399104,107,45,"DUMMY ONE PER EXP",39,44,2,4404,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"10724399104076","107116497010661",24,399104,107,76,"DUMMY ONE PER EXP",39,1493,40,7466,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3124399103019","107116371010661",24,399103,31,19,"DUMMY ONE PER EXP",39,62,7,1768,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3124399103028","107116371010661",24,399103,31,28,"DUMMY ONE PER EXP",39,95,7,2701,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3124399103037","107116371010661",24,399103,31,37,"DUMMY ONE PER EXP",39,108,6,3609,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3124399103042","107116371010661",24,399103,31,42,"DUMMY ONE PER EXP",39,223,11,4062,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3124399103053","107116371010661",24,399103,31,53,"DUMMY ONE PER EXP",39,760,29,5239,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3124399103062","107116371010661",24,399103,31,62,"DUMMY ONE PER EXP",39,213,7,6089,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3124399103063","107116371010661",24,399103,31,63,"DUMMY ONE PER EXP",39,124,4,6187,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3124399103064","107116371010661",24,399103,31,64,"DUMMY ONE PER EXP",39,220,7,6285,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3324399103033","107116372010661",24,399103,33,33,"DUMMY ONE PER EXP",39,142,9,3154,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3324399103045","107116372010661",24,399103,33,45,"DUMMY ONE PER EXP",39,44,2,4382,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3324399103065","107116372010661",24,399103,33,65,"DUMMY ONE PER EXP",39,894,28,6389,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3324399103070","107116372010661",24,399103,33,70,"DUMMY ONE PER EXP",39,172,5,6876,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3524399103034","107116373010661",24,399103,35,34,"DUMMY ONE PER EXP",39,180,11,3276,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3524399103044","107116373010661",24,399103,35,44,"DUMMY ONE PER EXP",39,194,9,4301,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3524399103067","107116373010661",24,399103,35,67,"DUMMY ONE PER EXP",39,797,24,6645,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3524399103068","107116373010661",24,399103,35,68,"DUMMY ONE PER EXP",39,200,6,6673,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3524399103093","107116373010661",24,399103,35,93,"DUMMY ONE PER EXP",39,92,2,9176,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3724399103023","107116374010661",24,399103,37,23,"DUMMY ONE PER EXP",39,45,4,2230,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3724399103036","107116374010661",24,399103,37,36,"DUMMY ONE PER EXP",39,35,2,3489,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3724399103096","107116374010661",24,399103,37,96,"DUMMY ONE PER EXP",39,1235,26,9500,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3724399103121","107116374010661",24,399103,37,121,"DUMMY ONE PER EXP",39,120,2,12043,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3924399103020","107116375010661",24,399103,39,20,"DUMMY ONE PER EXP",39,19,2,1868,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3924399103030","107116375010661",24,399103,39,30,"DUMMY ONE PER EXP",39,58,4,2901,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"3924399103065","107116375010661",24,399103,39,65,"DUMMY ONE PER EXP",39,1190,37,6432,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4124399103049","107116376010661",24,399103,41,49,"DUMMY ONE PER EXP",39,96,4,4808,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4124399103053","107116376010661",24,399103,41,53,"DUMMY ONE PER EXP",39,78,3,5184,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4124399103054","107116376010661",24,399103,41,54,"DUMMY ONE PER EXP",39,53,2,5309,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4124399103058","107116376010661",24,399103,41,58,"DUMMY ONE PER EXP",39,170,6,5663,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4124399103060","107116376010661",24,399103,41,60,"DUMMY ONE PER EXP",39,945,32,5904,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4324399103045","107116377010661",24,399103,43,45,"DUMMY ONE PER EXP",39,44,2,4437,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4324399103061","107116377010661",24,399103,43,61,"DUMMY ONE PER EXP",39,512,17,6024,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4324399103095","107116377010661",24,399103,43,95,"DUMMY ONE PER EXP",39,141,3,9396.6667,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4524399103020","107116378010661",24,399103,45,20,"DUMMY ONE PER EXP",39,76,8,1905.875,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4524399103055","107116378010661",24,399103,45,55,"DUMMY ONE PER EXP",39,135,5,5394,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4524399103059","107116378010661",24,399103,45,59,"DUMMY ONE PER EXP",39,1182,41,5768,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4524399103080","107116378010661",24,399103,45,80,"DUMMY ONE PER EXP",39,197,5,7867,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4724399103061","107116379010661",24,399103,47,61,"DUMMY ONE PER EXP",39,1133,38,5963,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4724399103073","107116379010661",24,399103,47,73,"DUMMY ONE PER EXP",39,144,4,7203,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4724399103078","107116379010661",24,399103,47,78,"DUMMY ONE PER EXP",39,77,2,7653,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4924399103051","107116380010661",24,399103,49,51,"DUMMY ONE PER EXP",39,75,3,4992,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4924399103061","107116380010661",24,399103,49,61,"DUMMY ONE PER EXP",39,1312,44,5963,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4924399103073","107116380010661",24,399103,49,73,"DUMMY ONE PER EXP",39,288,8,7203,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"4924399103078","107116380010661",24,399103,49,78,"DUMMY ONE PER EXP",39,153,4,7653,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"5124399103017","107116381010661",24,399103,51,17,"DUMMY ONE PER EXP",39,16,2,1593,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7324399103025","107116392010661",24,399103,73,25,"DUMMY ONE PER EXP",39,73,6,2434,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7324399103032","107116392010661",24,399103,73,32,"DUMMY ONE PER EXP",39,31,2,3136,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7324399103033","107116392010661",24,399103,73,33,"DUMMY ONE PER EXP",39,145,9,3217,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7324399103037","107116392010661",24,399103,73,37,"DUMMY ONE PER EXP",39,142,8,3550,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7324399103047","107116392010661",24,399103,73,47,"DUMMY ONE PER EXP",39,231,10,4625,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7324399103054","107116392010661",24,399103,73,54,"DUMMY ONE PER EXP",39,53,2,5266,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7324399103057","107116392010661",24,399103,73,57,"DUMMY ONE PER EXP",39,195,7,5575,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7324399103074","107116392010661",24,399103,73,74,"DUMMY ONE PER EXP",39,435,12,7257,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7524399103047","107116393010661",24,399103,75,47,"DUMMY ONE PER EXP",39,713,31,4597,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7524399103050","107116393010661",24,399103,75,50,"DUMMY ONE PER EXP",39,49,2,4932,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7524399103058","107116393010661",24,399103,75,58,"DUMMY ONE PER EXP",39,170,6,5668,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7524399103060","107116393010661",24,399103,75,60,"DUMMY ONE PER EXP",39,323,11,5875,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7524399103067","107116393010661",24,399103,75,67,"DUMMY ONE PER EXP",39,99,3,6575,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7724399103045","107116394010661",24,399103,77,45,"DUMMY ONE PER EXP",39,111,5,4437,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7724399103061","107116394010661",24,399103,77,61,"DUMMY ONE PER EXP",39,1205,40,6024,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7724399103095","107116394010661",24,399103,77,95,"DUMMY ONE PER EXP",39,375,8,9377.125,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7924399103024","107116395010661",24,399103,79,24,"DUMMY ONE PER EXP",39,137,12,2288,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7924399103026","107116395010661",24,399103,79,26,"DUMMY ONE PER EXP",39,100,8,2508,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7924399103033","107116395010661",24,399103,79,33,"DUMMY ONE PER EXP",39,128,8,3212,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7924399103041","107116395010661",24,399103,79,41,"DUMMY ONE PER EXP",39,139,7,3973,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7924399103055","107116395010661",24,399103,79,55,"DUMMY ONE PER EXP",39,215,8,5368,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7924399103056","107116395010661",24,399103,79,56,"DUMMY ONE PER EXP",39,359,13,5524,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"7924399103058","107116395010661",24,399103,79,58,"DUMMY ONE PER EXP",39,255,9,5671,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8124399103015","107116396010661",24,399103,81,15,"DUMMY ONE PER EXP",39,49,7,1409,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8124399103019","107116396010661",24,399103,81,19,"DUMMY ONE PER EXP",39,46,5,1832,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8124399103033","107116396010661",24,399103,81,33,"DUMMY ONE PER EXP",39,63,4,3170,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8124399103047","107116396010661",24,399103,81,47,"DUMMY ONE PER EXP",39,137,6,4579,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8124399103048","107116396010661",24,399103,81,48,"DUMMY ONE PER EXP",39,373,16,4667,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8124399103053","107116396010661",24,399103,81,53,"DUMMY ONE PER EXP",39,232,9,5166,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8124399103054","107116396010661",24,399103,81,54,"DUMMY ONE PER EXP",39,213,8,5328,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8124399103056","107116396010661",24,399103,81,56,"DUMMY ONE PER EXP",39,192,7,5485,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8324399103043","107116397010661",24,399103,83,43,"DUMMY ONE PER EXP",39,209,10,4178,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8324399103052","107116397010661",24,399103,83,52,"DUMMY ONE PER EXP",39,205,8,5134,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8324399103063","107116397010661",24,399103,83,63,"DUMMY ONE PER EXP",39,997,32,6231,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8324399103111","107116397010661",24,399103,83,111,"DUMMY ONE PER EXP",39,276,5,11024,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8524399103034","107116398010661",24,399103,85,34,"DUMMY ONE PER EXP",39,99,6,3291.5,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8524399103084","107116398010661",24,399103,85,84,"DUMMY ONE PER EXP",39,250,6,8320,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8524399103088","107116398010661",24,399103,85,88,"DUMMY ONE PER EXP",39,87,2,8701,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8524399103101","107116398010661",24,399103,85,101,"DUMMY ONE PER EXP",39,100,2,10031,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8724399103033","107116399010661",24,399103,87,33,"DUMMY ONE PER EXP",39,208,13,3201,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8724399103039","107116399010661",24,399103,87,39,"DUMMY ONE PER EXP",39,113,6,3783,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8724399103040","107116399010661",24,399103,87,40,"DUMMY ONE PER EXP",39,157,8,3928,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8724399103042","107116399010661",24,399103,87,42,"DUMMY ONE PER EXP",39,122,6,4074,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8724399103069","107116399010661",24,399103,87,69,"DUMMY ONE PER EXP",39,406,12,6765,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8724399103206","107116399010661",24,399103,87,206,"DUMMY ONE PER EXP",39,205,2,20514,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8924399103013","107116400010661",24,399103,89,13,"DUMMY ONE PER EXP",39,37,6,1227,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8924399103020","107116400010661",24,399103,89,20,"DUMMY ONE PER EXP",39,76,8,1905.875,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8924399103037","107116400010661",24,399103,89,37,"DUMMY ONE PER EXP",39,89,5,3563,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8924399103055","107116400010661",24,399103,89,55,"DUMMY ONE PER EXP",39,351,13,5394,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8924399103059","107116400010661",24,399103,89,59,"DUMMY ONE PER EXP",39,1096,38,5768,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8924399103076","107116400010661",24,399103,89,76,"DUMMY ONE PER EXP",39,150,4,7501,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8924399103080","107116400010661",24,399103,89,80,"DUMMY ONE PER EXP",39,157,4,7867,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"8924399103139","107116400010661",24,399103,89,139,"DUMMY ONE PER EXP",39,207,3,13786,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"9124399103060","107116401010661",24,399103,91,60,"DUMMY ONE PER EXP",39,59,2,5856,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"9124399103062","107116401010661",24,399103,91,62,"DUMMY ONE PER EXP",39,1097,36,6096,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"9124399103065","107116401010661",24,399103,91,65,"DUMMY ONE PER EXP",39,128,4,6376,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101045","107116346010661",24,399101,6,45,"DUMMY ONE PER EXP",39,66,3,4428,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101046","107116346010661",24,399101,6,46,"DUMMY ONE PER EXP",39,45,2,4521,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101048","107116346010661",24,399101,6,48,"DUMMY ONE PER EXP",39,47,2,4666.5,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101050","107116346010661",24,399101,6,50,"DUMMY ONE PER EXP",39,73,3,4898,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101051","107116346010661",24,399101,6,51,"DUMMY ONE PER EXP",39,126,5,5045,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101052","107116346010661",24,399101,6,52,"DUMMY ONE PER EXP",39,1047,41,5106.4878,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101053","107116346010661",24,399101,6,53,"DUMMY ONE PER EXP",39,131,5,5231.8,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
"624399101055","107116346010661",24,399101,6,55,"DUMMY ONE PER EXP",39,1132,42,5392.5,0,1,1,,,,,"",2007-09-21,"10661","",2007-09-21,"10661",,,,,
